epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,improved
1,2.5165789179262554,0.15825809877854488,0.1658285759136149,0.15101345489626555,0.151624058913475,1.9048351936152417,0.18226600985221675,0.18999962902401926,0.1567345328066199,0.1571964172000679,True
2,2.1224180914528876,0.21933085501858737,0.22191557469553977,0.21571310937737867,0.21794201502245608,1.8313635323435216,0.21921182266009853,0.21415943976919585,0.2083621536488083,0.22054995986502962,True
3,1.965859471896957,0.275092936802974,0.2775752573868678,0.2736097432774165,0.27566050179480844,1.8222674366288585,0.19704433497536947,0.19371737908323272,0.19291872102331187,0.2015003589287785,False
4,1.809945801630086,0.3064259160913436,0.3118021446245011,0.30610106310005175,0.3068198445508263,1.8210747089292028,0.2044334975369458,0.1978339283217332,0.19735936993339678,0.2071807219040016,False
5,1.7666269350862225,0.354753053637812,0.35795743189117185,0.35372547452059283,0.3555196628795187,1.8475083341739449,0.21674876847290642,0.2116432238383458,0.20700387236972603,0.2158296838195913,False
6,1.688367242136979,0.363781200212427,0.36652846326149513,0.3627312162865597,0.3649883976941263,1.848283637333386,0.2019704433497537,0.20729310241505364,0.2019991426426648,0.20210862739364266,False
7,1.586025935060093,0.38874137015400956,0.39641764084483677,0.389844562230649,0.3880604857101365,1.8602630810197351,0.2019704433497537,0.19735750955263154,0.19502871506025088,0.2026940392056306,False
8,1.542394759423291,0.4052044609665427,0.40976559563553283,0.40474455355494254,0.4050501526555453,1.9010429065215764,0.1921182266009852,0.18208785281956016,0.18163773822696708,0.19248517938847756,False
9,1.5054245745952117,0.4264471587891662,0.4358053452382504,0.42807599342241764,0.42496523986910784,1.9184023946376856,0.21182266009852216,0.20488575366624148,0.2007721676999031,0.20874588651599127,False
10,1.4169427080478556,0.46255974508762615,0.4695707612090613,0.4625035367843893,0.4617863210115644,1.9210439033696216,0.21182266009852216,0.19918342479318088,0.19809270010022373,0.21098310396156544,False
