epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,improved
1,1.3928285625812704,0.43198318685517767,0.410180264296663,1.270507531909308,0.4982486865148862,0.5030912533906545,0.4766670874997268,0.47625018175530104,True
2,1.2019127399628975,0.5200611387084448,0.5139947211432716,1.1929582407512096,0.5455341506129597,0.5486718869952402,0.5443053408692294,0.5441686997749846,True
3,1.1115170354190838,0.5668704623614826,0.563081144088991,1.1333638902512198,0.5630472854640981,0.5646194789907365,0.5591872255775749,0.5594891015111758,True
4,1.021633049163556,0.6041268628200229,0.6015417163084177,1.0862683594331224,0.574430823117338,0.5775935308869441,0.5719494472475394,0.5712116553611893,True
5,0.9419206135774961,0.6341230416507452,0.6326947465357213,1.1244662364393525,0.5875656742556917,0.5917037719432928,0.57902917715942,0.5785034137529212,True
6,0.8717500010108875,0.6730989682842949,0.6721613552154247,1.1365468941511498,0.5779334500875657,0.5831618813654741,0.5678600038028245,0.5673220595730766,False
7,0.7976389373355482,0.7008024455483378,0.7007967851386897,1.0666048953704366,0.5998248686514887,0.601233430574748,0.5926377778863074,0.5915333867453693,True
8,0.733988973467597,0.7254489873901414,0.7252314776314465,1.0920960400025188,0.5989492119089317,0.6042479144275552,0.5908019028772492,0.5894055258556377,False
9,0.6462429926215031,0.7623232709209018,0.7626878889580463,1.1023896435722578,0.6155866900175131,0.6179077741951994,0.6127654385329904,0.6117582055831055,True
10,0.6007208851716607,0.7720672525792892,0.7724684412957536,1.1154345916991895,0.6059544658493871,0.6063565177337632,0.6057332572312504,0.6048446605241574,False
11,0.5408639303591126,0.8005349636988919,0.8014237589661333,1.1753253199799465,0.6208406304728546,0.6228926761860892,0.6252439390605322,0.6234545646609759,True
12,0.45432755139250314,0.842185708826901,0.8430743733820426,1.2379456002741478,0.5989492119089317,0.6026715799170889,0.6009353503588665,0.5994524298428228,False
13,0.414065889834811,0.8498280473824991,0.8507323319997778,1.4481003094471065,0.5963222416812609,0.5956650800962179,0.5994258934634163,0.5986973741790387,False
14,0.3651506078348025,0.8670233091325946,0.868064940578298,1.3790243074898128,0.6120840630472855,0.6126260299912994,0.6136100897138869,0.6126119240901283,False
15,0.2872169085550181,0.8983568972105465,0.8993501002226987,1.4397046407342167,0.6199649737302977,0.6234710067045396,0.6161405501658762,0.6149017311973806,False
16,0.27562110407870827,0.9052350019105846,0.9059206749946984,1.5518747983588437,0.6050788091068301,0.6080812733507344,0.6057921838543577,0.6049018456577736,False
17,0.23630760196720227,0.9163163928162018,0.9169832139947339,1.4827254225618993,0.6313485113835376,0.6340089052663903,0.6330894146188663,0.6319069107067865,True
18,0.19728101109520005,0.9327474207107375,0.9334605372312449,1.626643760191789,0.6042031523642732,0.6042172066124162,0.605952995679156,0.6056176109396485,False
19,0.19154249000717857,0.930645777607948,0.9313758808565872,1.6279184189861584,0.6155866900175131,0.6184809867444597,0.6162807085162011,0.6151771452992095,False
20,0.13323372308083695,0.9554833779136416,0.9560118228666101,1.664870563196426,0.6330998248686515,0.6358616101131072,0.6324271813960695,0.6311398599313661,False
21,0.11933141173264614,0.9619793656858999,0.9623230885271341,1.89635466214028,0.6103327495621717,0.6103434157326374,0.6089098221406166,0.608354011714716,False
22,0.11591097151089771,0.9602598395108903,0.9604826194574881,1.8961808589627989,0.6120840630472855,0.614775577051026,0.6127168593772007,0.6111193811860437,False
23,0.09803368794608308,0.9679021780664884,0.9681807622255008,1.9877114521434136,0.5980735551663747,0.5999539382772916,0.6006313739139132,0.5994350257734689,False
24,0.0666015362256713,0.9799388612915552,0.9801854857511111,2.0306899301224957,0.6217162872154116,0.6224576488049541,0.6240938637090484,0.6230998812977457,False
25,0.044410511424261785,0.9879633167749331,0.9881433559837779,2.2075223701430287,0.6050788091068301,0.6053585137417473,0.6063882251502711,0.6054226959050988,False
