stage,feature_fingerprint,feature_config,model_config,parameters,best_epoch,epochs_trained,stopped_early,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,seconds
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,7,15,True,1.0910131498101296,0.6217162872154116,0.6231741644915298,0.6158973907984843,0.6150717277112018,10.4
search,seq_8c73e2b1fbfd,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 16, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,9,17,True,1.2675513444556454,0.6077057793345009,0.6083525257177952,0.6044197798894254,0.6038607813424806,7.0
search,seq_7230bfa010b3,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 32, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,25,33,True,2.487472245238082,0.6024518388791593,0.6030810174522749,0.6018085226409396,0.6013305794971606,16.3
search,seq_55037f969359,"{""hop_length"": 160, ""interval_ms"": 200, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,4,12,True,1.0698574906681548,0.6094570928196147,0.61407441527202,0.6050111543628334,0.604774116839057,6.5
search,seq_c48378f1938b,"{""hop_length"": 160, ""interval_ms"": 400, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,8,16,True,1.1590895997246176,0.5910683012259195,0.5948359690874662,0.5904923338800815,0.5898727244565242,7.0
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""lstm""}",1255686,7,15,True,1.1393071386943556,0.6077057793345009,0.6076360100312196,0.6045093346764399,0.6041385536951847,7.8
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 96, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",249990,11,19,True,1.147974073573712,0.6243432574430823,0.6261681764675777,0.6283092915801621,0.62688948765539,5.9
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 256, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",1649670,7,15,True,1.1239819365917278,0.6155866900175131,0.6173345616459388,0.6132847622906312,0.6124363632308372,10.2
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 1, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",276486,10,18,True,1.0958770684728272,0.617338003502627,0.618327447668765,0.6158871677309786,0.6150760900173532,6.6
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": false, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",360582,7,15,True,1.0964771639653554,0.6129597197898424,0.6159168841803572,0.6089937146473047,0.607926522861794,6.9
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""last"", ""rnn_type"": ""gru""}",942342,9,17,True,1.2172133369328888,0.6094570928196147,0.6110650493884026,0.6069486215403881,0.6064379241895588,7.7
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""max"", ""rnn_type"": ""gru""}",942342,11,19,True,1.2969042989710793,0.626970227670753,0.6291621884436256,0.6266430216962082,0.6259296669412072,10.7
