epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,improved
1,2.105890310766592,0.17047265002655337,0.18580427031773106,0.14581911025016625,0.14585208227410412,2.0232257461312955,0.22413793103448276,0.20882880029221493,0.19944650392030083,0.21118330801395183,True
2,1.4810895055643245,0.44184811471056823,0.44768708700390203,0.440210152274227,0.44151591581907157,1.8502859969444463,0.2315270935960591,0.21445165469555716,0.21244417791627057,0.2308045214737688,True
3,1.1725022691523086,0.6001062134891131,0.6093194332929994,0.6014368370632159,0.5989550242183687,1.9784394901961528,0.21182266009852216,0.20556150068345191,0.2030812264721958,0.21298457874795718,False
4,0.9182519515460942,0.7419012214551248,0.7485835867478351,0.7437449851277678,0.7423673228303609,2.1001350016429505,0.20689655172413793,0.1946816312669971,0.18866613075102354,0.20133836921268136,False
5,0.733961220092743,0.8194370685077005,0.8249824207342615,0.8189302240025517,0.8197877119070452,2.105201601394879,0.2315270935960591,0.21322315346705592,0.20669917507347554,0.22366855916103567,False
6,0.5756565767339867,0.8720127456186936,0.8753011334857287,0.8726308754079527,0.8718454875799546,2.2747817568003836,0.19704433497536947,0.18077531126311616,0.1788652661237378,0.19519879856544348,False
7,0.44606803910756326,0.9065321295804567,0.91022370393378,0.9077941105548106,0.9066284637781684,2.247352879035649,0.21428571428571427,0.20017535749243068,0.19914568404234853,0.21375197601549456,False
8,0.34811779964305717,0.9330855018587361,0.9348488244101354,0.9335485307579855,0.9331396792841251,2.3115038584018577,0.23891625615763548,0.22690489031952443,0.22446821681075346,0.23746320019170747,True
9,0.30234698808009614,0.9405204460966543,0.9413416077151574,0.9405708825877411,0.9405426991916674,2.3682356027546776,0.20935960591133004,0.19841265085167525,0.19830318891484564,0.2120134083320606,False
10,0.26855917726022666,0.9415825809877855,0.9432418430414705,0.9423101051819426,0.9416093019443879,2.4918646283924875,0.229064039408867,0.21794253867424604,0.21294586132131985,0.2272765937702684,False
11,0.21887914802378564,0.9564524694636218,0.9586291315381477,0.9566693896247606,0.9564548145298476,2.634882278630299,0.19704433497536947,0.17683497561546338,0.17436799943263961,0.19335970527177285,False
12,0.1876086252709367,0.960169941582581,0.9618626173401977,0.9610930017468232,0.9602437577112533,2.68177204766297,0.2413793103448276,0.23099033464887123,0.22737716645471354,0.24063701861798795,True
13,0.18354826901292015,0.9596388741370154,0.9602682539722709,0.9583405299003486,0.9598203630855662,2.80199555575554,0.20689655172413793,0.19182483084922108,0.19057416589321122,0.20589747099806752,False
14,0.17936059801710202,0.9638874137015401,0.9638219204701786,0.9632075859112276,0.9639522553284052,2.6081510882072263,0.21428571428571427,0.19337222873808238,0.18605220553884438,0.20505128759050045,False
15,0.15676187938727157,0.9649495485926712,0.9650739273594131,0.9646936067595803,0.9649550515854547,2.8135237705531377,0.19704433497536947,0.2007553641699983,0.19585731407309473,0.20062274968587634,False
16,0.15608272380608545,0.9638874137015401,0.9651673465902567,0.9644701897112493,0.9639167461525118,2.7033616498186084,0.21921182266009853,0.2069109971548996,0.20643051564351378,0.21626164574921905,False
17,0.13785062769088605,0.9745087626128518,0.9753671062475705,0.9748841696274507,0.9745153791071628,2.8540840372076177,0.22167487684729065,0.20701915092158996,0.20189528743059726,0.21704085092716732,False
18,0.10904966372317984,0.9808815719596389,0.9818843458160832,0.9813310598589439,0.9808873329604996,2.838103462322592,0.19950738916256158,0.1871665139957823,0.18431212034567698,0.19564618581616156,False
19,0.11500350156016509,0.9729155602761551,0.9741291994166076,0.9740813618771887,0.972941943185634,3.020818382648412,0.21674876847290642,0.2000426622377842,0.1999169743609354,0.2159637443903493,False
20,0.114830878793212,0.9761019649495486,0.9765767333197642,0.9758136300914103,0.97613803723637,2.874738744914238,0.19950738916256158,0.18209370282541015,0.18167390218929172,0.19922601619979702,False
