protocol_version,corpus,candidate,feature_fingerprint,frame_strategy,n_mels,n_frames,vector_size,seed,max_epochs,model_config,class_weighting,best_epoch,epochs_trained,stopped_early,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,elapsed_seconds,test_features_loaded
1,meld,challenger_80x64_resize,3b7b2d3746a9,resize,80,64,5120,42,60,"{""activation"": ""relu"", ""batch_norm"": true, ""batch_size"": 64, ""dropout"": 0.5, ""hidden_dims"": [512, 256], ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}",inverse-frequency CrossEntropyLoss,2,10,True,1.8203919685532888,0.2438423645320197,0.2415119268777805,0.2385737489668458,0.2433249288399976,13.35266300002695,False
1,meld,challenger_80x64_resize,3b7b2d3746a9,resize,80,64,5120,143,60,"{""activation"": ""relu"", ""batch_norm"": true, ""batch_size"": 64, ""dropout"": 0.5, ""hidden_dims"": [512, 256], ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}",inverse-frequency CrossEntropyLoss,5,13,True,1.8207221876811512,0.2167487684729064,0.2109325194691048,0.2102242248557024,0.2199241403771922,17.284444499993697,False
1,meld,challenger_80x64_resize,3b7b2d3746a9,resize,80,64,5120,244,60,"{""activation"": ""relu"", ""batch_norm"": true, ""batch_size"": 64, ""dropout"": 0.5, ""hidden_dims"": [512, 256], ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}",inverse-frequency CrossEntropyLoss,2,10,True,1.8168246276272928,0.2216748768472906,0.2251166434093263,0.2153006582780139,0.2201440525629376,13.396675099997085,False
1,meld,main_64x64_crop_pad,6b0537b59c41,crop_pad,64,64,4096,42,60,"{""activation"": ""relu"", ""batch_norm"": true, ""batch_size"": 64, ""dropout"": 0.5, ""hidden_dims"": [512, 256], ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}",inverse-frequency CrossEntropyLoss,3,11,True,1.826828805096631,0.2610837438423645,0.2727901959609277,0.2525450329486726,0.2504976676944389,15.805644400010353,False
1,meld,main_64x64_crop_pad,6b0537b59c41,crop_pad,64,64,4096,143,60,"{""activation"": ""relu"", ""batch_norm"": true, ""batch_size"": 64, ""dropout"": 0.5, ""hidden_dims"": [512, 256], ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}",inverse-frequency CrossEntropyLoss,18,26,True,1.9522257720308351,0.2339901477832512,0.2269359952286781,0.2244751026050972,0.235013734299911,28.988282300007995,False
1,meld,main_64x64_crop_pad,6b0537b59c41,crop_pad,64,64,4096,244,60,"{""activation"": ""relu"", ""batch_norm"": true, ""batch_size"": 64, ""dropout"": 0.5, ""hidden_dims"": [512, 256], ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}",inverse-frequency CrossEntropyLoss,5,13,True,1.84556047258706,0.2389162561576354,0.2363329595036912,0.2339741916872828,0.2405741454991077,13.909866800007876,False
