stage,feature_fingerprint,feature_config,model_config,parameters,best_epoch,epochs_trained,stopped_early,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,seconds
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,10,18,True,1.3017294639494361,0.6376306620209059,0.6367630385487528,0.6379955039623658,0.6365673034702788,9.6
search,seq_8c73e2b1fbfd,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 16, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,14,22,True,1.671145327830564,0.6341463414634146,0.6352040816326531,0.6368992936628659,0.6350008973541615,9.4
search,seq_7230bfa010b3,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 32, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,11,19,True,1.2972478999493429,0.6515679442508711,0.6532029478458051,0.654152352748628,0.6523822460662354,9.8
search,seq_55037f969359,"{""hop_length"": 160, ""interval_ms"": 200, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,8,16,True,1.1116324908226625,0.6637630662020906,0.6659580498866212,0.6607607793164871,0.6591258301223754,8.0
search,seq_c48378f1938b,"{""hop_length"": 160, ""interval_ms"": 400, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,5,13,True,1.032430631358449,0.6358885017421603,0.635062358276644,0.6382422008638954,0.636993966855165,6.2
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""lstm""}",1255686,6,14,True,1.1024954252542103,0.6332752613240418,0.6335034013605442,0.6367011064447646,0.6345515672174395,7.8
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 96, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",249990,17,25,True,1.427663966753757,0.6515679442508711,0.6524943310657596,0.6541807214991495,0.6528319556253688,7.9
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 256, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",1649670,5,13,True,1.027491228090346,0.6515679442508711,0.6499433106575964,0.6556523302727668,0.6548111469850193,8.2
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 1, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",276486,14,22,True,1.1477269175160638,0.6515679442508711,0.6527777777777778,0.6542650544471421,0.6527270014345473,7.4
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": false, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",360582,12,20,True,1.206079890919064,0.6376306620209059,0.63718820861678,0.6368539838837157,0.6362304131939135,6.6
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""last"", ""rnn_type"": ""gru""}",942342,17,25,True,1.8768424007535396,0.6306620209059234,0.6322278911564626,0.6290413968180226,0.6272960942429693,12.3
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""max"", ""rnn_type"": ""gru""}",942342,12,20,True,1.299272968378632,0.6585365853658537,0.6595804988662132,0.6567698707628683,0.6557587736577918,9.9
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.1, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,5,13,True,1.0543913297121532,0.6445993031358885,0.6424319727891156,0.6460637149527932,0.6455612039353817,6.3
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.5, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,20,28,True,1.9279994972906878,0.6489547038327527,0.651218820861678,0.6490308158077641,0.6470317100458368,14.1
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,15,23,True,1.0093241174046585,0.6750871080139372,0.6755952380952381,0.6756663809117104,0.6740849187604369,13.0
search,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 32, ""learning_rate"": 0.001, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,9,17,True,1.2935131485038518,0.6533101045296167,0.6544784580498866,0.6556476660146482,0.6538183370199138,18.4
refine,seq_8c73e2b1fbfd,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 16, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,19,27,True,1.1642327707403628,0.6358885017421603,0.6364795918367346,0.6394052926145819,0.6382887098689576,12.9
refine,seq_7230bfa010b3,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 32, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,20,28,True,1.180374403033107,0.6594076655052264,0.6597222222222222,0.659046688224188,0.6579490502726619,16.6
refine,seq_55037f969359,"{""hop_length"": 160, ""interval_ms"": 200, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,14,22,True,1.0217774470924086,0.6628919860627178,0.6646825396825397,0.6624605241429643,0.6607750876140388,11.9
refine,seq_c48378f1938b,"{""hop_length"": 160, ""interval_ms"": 400, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,13,21,True,1.0424483187937985,0.6498257839721254,0.651218820861678,0.6516856064279826,0.649664087042456,11.4
refine,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""lstm""}",1255686,17,25,True,1.2323757372666735,0.6472125435540069,0.6496598639455783,0.648337541164671,0.6464378523184028,16.0
refine,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 96, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",249990,16,24,True,0.9981306675003796,0.6498257839721254,0.6510770975056689,0.6508174821085738,0.6490883343983854,8.9
refine,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 384, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",3654150,15,23,True,1.1070003704742273,0.6602787456445993,0.6618480725623582,0.6607827424396135,0.6589198795516548,16.6
refine,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.2, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,15,23,True,1.0053232505346426,0.6698606271777003,0.6706349206349206,0.6711624719852197,0.6694880953939883,11.3
refine,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.4, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.0003, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,15,23,True,0.9976297546346844,0.6803135888501742,0.68140589569161,0.681322812894246,0.6794583943025135,11.3
refine,seq_2730cf01e117,"{""hop_length"": 160, ""interval_ms"": 300, ""n_fft"": 512, ""n_intervals"": 24, ""n_mfcc"": 13, ""sample_rate"": 16000}","{""bidirectional"": true, ""dropout"": 0.3, ""hidden_size"": 192, ""num_layers"": 2, ""optim"": {""batch_size"": 64, ""learning_rate"": 0.00015, ""patience"": 8, ""weight_decay"": 0.0001}, ""pooling"": ""mean"", ""rnn_type"": ""gru""}",942342,29,37,True,1.0598018958593496,0.6689895470383276,0.6704931972789115,0.668392168729958,0.6672017053774996,18.3
