epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,improved
1,1.4982707734594465,0.39052350019105847,0.37225757126279574,1.5183898551123483,0.3867595818815331,0.3922902494331066,0.32138418947346864,0.3191169104488686,True
2,1.412502907230784,0.42376767290790984,0.4098576245484889,1.5544889658585659,0.3702090592334495,0.37188208616780044,0.325663976460258,0.32486667074231595,True
3,1.3675789470020305,0.45128009170806266,0.441005826074967,1.7223187739010057,0.3588850174216028,0.3527494331065759,0.32699091862600016,0.3308812414039742,True
4,1.3334470462106685,0.4631257164692396,0.45473424756380215,1.438064222136441,0.3989547038327526,0.3986678004535147,0.3848538124744796,0.38404521202585307,True
5,1.269109296124538,0.496178830722201,0.48820081634595347,1.4032498398724333,0.44686411149825783,0.44260204081632654,0.43865736092130186,0.4410414650679411,True
6,1.2472706906978621,0.503821169277799,0.5001590147788995,1.5304460089381149,0.42160278745644597,0.4328231292517007,0.3770413989134849,0.3747326985648492,False
7,1.212268326635073,0.5171952617500956,0.512605140257507,1.3406545501137443,0.47560975609756095,0.4801587301587302,0.4523504610291353,0.449586897501637,True
8,1.1723842368947672,0.5397401604891097,0.536059651968316,1.3256036907122941,0.48257839721254353,0.49064625850340143,0.46116996911104163,0.4595712474490693,True
9,1.147793513470403,0.5512036683225067,0.5485178526041398,1.3177382900324432,0.4834494773519164,0.48384353741496594,0.4724822575773045,0.471701227164446,True
10,1.0974550897673336,0.5699273977837218,0.5672185906089885,1.4264660463100527,0.4808362369337979,0.4835600907029478,0.4625835666667129,0.46071771322074295,False
11,1.0923673611904403,0.5741306839893007,0.5726769537421152,1.294734364602624,0.5069686411149826,0.5025510204081634,0.4987071318225353,0.5005810862572312,True
12,1.0561114611359648,0.5907527703477264,0.5899299401604831,1.2755729051417175,0.524390243902439,0.5279195011337868,0.5101466770539614,0.508945231601764,True
13,1.0121712050321314,0.611769201375621,0.6111527174052835,1.2772823268943547,0.5278745644599303,0.5274943310657597,0.5103388001695607,0.5096763318810132,True
14,0.9974710560500918,0.6155903706534199,0.6151343285806966,1.2731469113652298,0.5165505226480837,0.5137471655328798,0.5095072326676368,0.5102199276509632,False
15,0.9417464843814866,0.6404279709591135,0.6401690478953854,1.5769295517991229,0.4573170731707317,0.45365646258503406,0.4361554454622653,0.43672129862995357,False
16,0.9229463141612256,0.6501719526175009,0.6499356806258149,1.6135759822998312,0.45905923344947736,0.4501133786848073,0.42540606144049176,0.43211016941687935,False
17,0.9111485254869326,0.6507451280091708,0.6513740217174986,1.348167683189339,0.5104529616724739,0.51828231292517,0.49839226298254585,0.4972956693685574,False
18,0.8622309696050287,0.6687046236148262,0.6688201515216572,1.3366092393622582,0.519163763066202,0.5233843537414966,0.5145575202924823,0.5126221273864056,True
19,0.8292787553793062,0.6851356515093618,0.6857669939985157,1.8686543781998266,0.4381533101045296,0.4322562358276645,0.408852441685428,0.4114613599593939,False
20,0.8038842260814779,0.6920137562094001,0.6927107728442273,1.6319020471506418,0.4817073170731707,0.49050453514739223,0.4488788095617897,0.44714414638037003,False
21,0.7531872483601678,0.7158960641956439,0.716821334113079,1.4029582851024456,0.5357142857142857,0.5369897959183674,0.529831026878066,0.5285916577460598,True
22,0.7312576081126894,0.726786396637371,0.7275892771774962,1.2960542315805414,0.5426829268292683,0.5474773242630385,0.5379042592164925,0.5358558131665612,True
23,0.6962151874054648,0.7311807413068399,0.7322677697926775,1.2469841378906463,0.5505226480836237,0.5559807256235828,0.5483489395063913,0.5467578614901251,True
24,0.6540825873966385,0.7569736339319831,0.7582670497671183,1.724786947828552,0.5156794425087108,0.5243764172335601,0.4874468468401667,0.48571407320120163,False
25,0.615778137982051,0.76920137562094,0.7703595018528547,1.6843607612603217,0.5034843205574913,0.5086451247165533,0.4851585009850378,0.4817791634430586,False
26,0.5704126079710194,0.792128391287734,0.7933402299264123,1.6891047460276907,0.48519163763066203,0.48001700680272114,0.48329753189888863,0.48566415232518834,False
27,0.5423960519465592,0.7976690867405426,0.7990917867788205,1.4280114518640763,0.5296167247386759,0.5255102040816327,0.5212521003412807,0.5223048918275951,False
28,0.49770466772071453,0.8169659915934276,0.8180218912617541,1.7302694499284963,0.4834494773519164,0.48058390022675734,0.4647902571279256,0.46485535578662596,False
29,0.45239531237704633,0.8320596102407337,0.8331386755038843,1.4269526810596214,0.5574912891986062,0.560374149659864,0.55308009020888,0.5518192500722913,True
30,0.4281578008391541,0.8433320596102407,0.8446295315405526,1.851625429628618,0.47560975609756095,0.47803287981859405,0.4592403996059864,0.4564007104308555,False
31,0.3699426525277767,0.8660680168131448,0.8671265302063306,1.513812435628645,0.5522648083623694,0.5517290249433107,0.548678760312729,0.5478733801641313,False
32,0.3640587653738422,0.8664501337409247,0.867260574430235,3.4762307143792874,0.3893728222996516,0.4029195011337868,0.31999648820531684,0.3177966200444088,False
33,0.3256690945158854,0.8800152846771112,0.8807558639100055,1.8376831983440014,0.5139372822299652,0.5148809523809524,0.5029408355571956,0.5010750205137992,False
34,0.32074950749882314,0.8840275124188002,0.8850065593142991,1.8363217240011236,0.5322299651567944,0.5376984126984127,0.5148884911251113,0.5129597343866654,False
35,0.26621110821025357,0.9103935804356132,0.9111793695838496,1.9764221262848751,0.5270034843205574,0.530328798185941,0.5173475311756262,0.5155122857752124,False
36,0.26528427600405075,0.9027512418800153,0.9034107432959518,1.7634568193648334,0.5304878048780488,0.5335884353741497,0.5167366247498234,0.5147844889254682,False
37,0.23915414409096294,0.9157432174245319,0.9163801103016401,1.9685806970563084,0.5270034843205574,0.5266439909297052,0.5192242245395556,0.5190197577731255,False
