epoch,train_loss,train_accuracy,train_balanced_accuracy,train_macro_f1,train_weighted_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_weighted_f1,improved
1,1.847511888300098,0.29845626072041165,0.29519951651210347,0.2656033584582884,0.26726298707104335,1.4846361840643534,0.4170731707317073,0.4154761904761905,0.39221294706493176,0.39383810686288534,True
2,1.6018781376403015,0.3642081189251001,0.36583491813670843,0.3501089068907976,0.3495870032830049,1.4429613537904693,0.43902439024390244,0.444047619047619,0.42205084714462,0.4212193958340694,True
3,1.5397681494042694,0.38136077758719267,0.3836190600681924,0.37016153762820486,0.3697296037032325,1.4097032657483728,0.44146341463414634,0.4468253968253968,0.4167008582453579,0.41590238644043515,False
4,1.4470339417116789,0.41966838193253286,0.42089016582742883,0.4132458607731495,0.41320486027807996,1.4216779924020535,0.424390243902439,0.42936507936507934,0.3985239085036186,0.39765166933820156,False
5,1.3978324851831618,0.44882790165809033,0.4493612813280161,0.4410345264922902,0.44127941391727576,1.4169086712162668,0.4292682926829268,0.4309523809523809,0.41472355048351117,0.4146761574058732,False
6,1.365334362013126,0.45797598627787306,0.45966650103435835,0.45287627009314263,0.45269814344091436,1.429004716873169,0.4195121951219512,0.4222222222222222,0.4091266412882201,0.4085582073578734,False
7,1.2957819215633857,0.4928530588907947,0.49430006265859955,0.4851290086475441,0.48461906858461123,1.4301185636985592,0.424390243902439,0.426984126984127,0.4051902734435437,0.403761545577727,False
8,1.2488036161834952,0.5117209834190967,0.5143148272604666,0.5102141252563467,0.5091629078197178,1.4199996215541189,0.4121951219512195,0.4150793650793651,0.40577421140512654,0.4050522616915962,False
9,1.1785848370410839,0.5300171526586621,0.532753466211816,0.526361840727891,0.524902832063999,1.3949227559857251,0.4292682926829268,0.4301587301587302,0.42425860738284804,0.424018365437752,True
10,1.097551640679047,0.5837621497998856,0.5866967254830074,0.5796723016034317,0.5785704553847119,1.4044842423462287,0.4560975609756098,0.45595238095238094,0.4523055592668912,0.4527158443473583,True
11,1.042344030923609,0.5951972555746141,0.5973547390718985,0.5941035494580114,0.5928076298030062,1.4008582057022467,0.47073170731707314,0.47222222222222215,0.4643378384538685,0.4641853897504477,True
12,0.9893373751245,0.6272155517438537,0.6299501063846487,0.6244611037557136,0.6229312092974445,1.4469373545995572,0.44390243902439025,0.44365079365079363,0.4419558022846162,0.44319917688645993,False
13,0.9924183317836589,0.6300743281875357,0.633018235838401,0.6282161487212945,0.6266009880111738,1.4382176963294424,0.44390243902439025,0.4452380952380952,0.44524358756331145,0.44534278553831336,False
14,0.9242099033484397,0.6540880503144654,0.6569973415207628,0.6538673581590041,0.6520010791283753,1.452373244122761,0.4658536585365854,0.4674603174603175,0.45604443407295564,0.45568970721390295,False
15,0.8451407415107566,0.6895368782161235,0.6924562845871142,0.6893512254317701,0.6880473763832845,1.472766427295964,0.45365853658536587,0.4531746031746032,0.45288792374824777,0.4545392100546639,False
16,0.7789194049529855,0.7084048027444254,0.7110563893653201,0.7078532631927543,0.7058292795445359,1.5526517112080644,0.424390243902439,0.4253968253968254,0.42110188642545104,0.4217539764069718,False
17,0.7501518507559958,0.7478559176672385,0.7511791949389574,0.7478713378271693,0.7454836683932878,1.497903220246478,0.43902439024390244,0.4384920634920635,0.4392305552821683,0.43969549401522395,False
18,0.7147686502604979,0.7449971412235563,0.7475134027932738,0.7464968107710296,0.7440613461385038,1.5080261649155036,0.44390243902439025,0.44365079365079363,0.439050658473853,0.44000311355858124,False
19,0.6569344021375688,0.7793024585477416,0.7822029625150173,0.7804847990666346,0.7783983668640638,1.5165586442482182,0.4658536585365854,0.4682539682539682,0.4677028372835,0.467430388450497,True
20,0.6154866707263639,0.7775871926815323,0.780549426866734,0.7788073599689485,0.7764121176609186,1.5821117180149729,0.44634146341463415,0.44603174603174606,0.4451100739598448,0.4462103196661825,False
21,0.6006979727281578,0.7913093196112064,0.7934427064055104,0.7920909388615561,0.7907528949770464,1.624123940235231,0.43902439024390244,0.43928571428571433,0.4411926013055701,0.4414168110935109,False
22,0.5983389955782904,0.793596340766152,0.7953950403906633,0.7942552212154993,0.7928570506659257,1.6887123346328736,0.44146341463414634,0.4404761904761905,0.43047291236192287,0.4310507965410684,False
23,0.541330135468417,0.8113207547169812,0.8139326992946176,0.8122268620380423,0.810453670461142,1.6172708046145556,0.44146341463414634,0.44087301587301586,0.4417949445469831,0.4428143334383729,False
24,0.5068767473587246,0.8238993710691824,0.8258166853791563,0.8258368796598704,0.824011094490221,1.6576232514730314,0.43902439024390244,0.4373015873015873,0.43983931610980836,0.44098522277450747,False
25,0.4831676273055592,0.8244711263579189,0.8261742545775914,0.8254272673077248,0.8238380202451954,1.674047382866464,0.44146341463414634,0.4420634920634921,0.44169147189786134,0.4417937029197604,False
26,0.42075159409647334,0.8564894225271584,0.8584754668329738,0.8575223265586439,0.8562829301313555,1.7252554881863478,0.43414634146341463,0.43333333333333335,0.4328157353194881,0.43345076152198897,False
27,0.4020423479868113,0.8622069754145226,0.8635556033820678,0.8631692878474199,0.8620767196411658,1.7447355625106067,0.44146341463414634,0.44087301587301586,0.44452562566953385,0.44467023870469147,False
